# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi    
   89       3.149419090086e-10       7.927948973912e-14      -2.053194434925e-12       3.462857307604e-16       1.486422346069e-11       1.803263610477e-12      -9.114178208116e-15 
   90       3.187299215972e-10       8.134246855396e-14      -2.135583741726e-12       3.541576305226e-16       1.445043232690e-11       1.762782749885e-12      -8.908834896304e-15 
   91       3.225486202381e-10       8.340776742266e-14      -2.218771601959e-12       3.621205499115e-16       1.405168163261e-11       1.723662616273e-12      -8.712981683369e-15 
   92       3.263970299928e-10       8.547365716000e-14      -2.302679149588e-12       3.701746611563e-16       1.366650336252e-11       1.685756237365e-12      -8.526689770184e-15 
   93       3.302742099664e-10       8.753838196629e-14      -2.387229262331e-12       3.783202031815e-16       1.329351530956e-11       1.648925720555e-12      -8.349965160623e-15 
   94       3.341802937462e-10       8.960019997031e-14      -2.472363053604e-12       3.865576715181e-16       1.293254592063e-11       1.613155849427e-12      -8.182783329013e-15 
   95       3.381155843795e-10       9.165734899186e-14      -2.558025794517e-12       3.948876573910e-16       1.258366273877e-11       1.578455987582e-12      -8.025054146913e-15 
   96       3.420802294610e-10       9.370803460271e-14      -2.644161951404e-12       4.033107914161e-16       1.224682596378e-11       1.544825106289e-12      -7.876607605604e-15 
   97       3.460742138984e-10       9.575043039869e-14      -2.730715215189e-12       4.118277445858e-16       1.192188433938e-11       1.512251379927e-12      -7.737190926685e-15 
   98       3.500973526791e-10       9.778267827174e-14      -2.817628530755e-12       4.204392292534e-16       1.160857104050e-11       1.480711781428e-12      -7.606465672669e-15 
   99       3.541492836355e-10       9.980288868203e-14      -2.904844126312e-12       4.291460001183e-16       1.130649956052e-11       1.450171677728e-12      -7.484004857588e-15 
  100       3.582294602122e-10       1.018091409300e-13      -2.992303542766e-12       4.379488552106e-16       1.101515959846e-11       1.420584425211e-12      -7.369290057584e-15 
  101       3.623371442309e-10       1.037994834284e-13      -3.079947663083e-12       4.468486368764e-16       1.073391294628e-11       1.391890965153e-12      -7.261708521517e-15 
  102       3.664713986573e-10       1.057719339745e-13      -3.167716741660e-12       4.558462327620e-16       1.046198937608e-11       1.364019419169e-12      -7.160550281556e-15 
  103       3.706310803670e-10       1.077244800220e-13      -3.255550433693e-12       4.649425767995e-16       1.019848252736e-11       1.336884684659e-12      -7.065005263782e-15 
  104       3.748150942393e-10       1.096551344877e-13      -3.343386979567e-12       4.741385832819e-16       9.942555463805e-12       1.310408714615e-12      -6.974295110794e-15 
  105       3.790232101112e-10       1.115621111704e-13      -3.431160569303e-12       4.834349368267e-16       9.694097826088e-12       1.284585348358e-12      -6.888095153258e-15 
  106       3.832553432098e-10       1.134436736460e-13      -3.518803675178e-12       4.928322757435e-16       9.453150196742e-12       1.259423525054e-12      -6.806164319254e-15 
  107       3.875112983694e-10       1.152980827209e-13      -3.606247884751e-12       5.023312566562e-16       9.219700570897e-12       1.234927206284e-12      -6.728214120435e-15 
  108       3.917907656701e-10       1.171235973144e-13      -3.693423920943e-12       5.119325547530e-16       8.993682547588e-12       1.211095198795e-12      -6.653907242977e-15 
  109       3.960933160749e-10       1.189184753407e-13      -3.780261662124e-12       5.216368640353e-16       8.774973521048e-12       1.187920977241e-12      -6.582856138529e-15 
  110       4.004183970677e-10       1.206809745917e-13      -3.866690162189e-12       5.314448975680e-16       8.563392872016e-12       1.165392506935e-12      -6.514621615166e-15 
  111       4.047653282915e-10       1.224093536191e-13      -3.952637670644e-12       5.413573877289e-16       8.358700159028e-12       1.143492066593e-12      -6.448711428335e-15 
  112       4.091332971856e-10       1.241018726167e-13      -4.038031652689e-12       5.513750864579e-16       8.160593309728e-12       1.122196071079e-12      -6.384578871812e-15 
  113       4.135213546240e-10       1.257567943027e-13      -4.122798809300e-12       5.614987655072e-16       7.968706812158e-12       1.101474894153e-12      -6.321621368647e-15 
  114       4.179284105531e-10       1.273723848025e-13      -4.206865097308e-12       5.717292166906e-16       7.782609906065e-12       1.081292691217e-12      -6.259179062117e-15 
  115       4.223532296292e-10       1.289469145303e-13      -4.290155749488e-12       5.820672521331e-16       7.601804774197e-12       1.061607222064e-12      -6.196533406678e-15 
  116       4.267946099940e-10       1.304787033917e-13      -4.372596377121e-12       5.925136872218e-16       7.425835741877e-12       1.042380035067e-12      -6.133069331947e-15 
  117       4.312519535855e-10       1.319662607368e-13      -4.454116386852e-12       6.030692865724e-16       7.254635804593e-12       1.023608803436e-12      -6.068787114552e-15 
  118       4.357247572970e-10       1.334081641588e-13      -4.534646018908e-12       6.137348119313e-16       7.088219031267e-12       1.005298605884e-12      -6.003850383951e-15 
