# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_efld           14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       3.679412164607e+04       4.465621375218e-07       1.053140760049e+01       3.904920008839e+03       1.151906344865e+04       3.130595289086e-01       4.238453408419e+08       6.054134108758e+00       5.043593125981e+06       1.221190019439e+05       6.672424407230e+05       2.985121549152e-08       5.926444890462e+06       3.489000816319e+06       1.524840027543e+07       1.524840027543e+07       3.436842469813e+06      -1.207373706876e+06       5.493149833688e-03       1.115725035626e-01 
       3.653820236706e+04       4.524293217050e-07       1.059736691616e+01       3.855150169076e+03       1.151899748934e+04       3.152503815935e-01       4.208949803285e+08       6.091873426086e+00       4.904732458665e+06       1.195885789046e+05       6.534165363353e+05       2.985121549152e-08       5.791503925540e+06       3.392941326682e+06       1.486218282613e+07       1.486218282613e+07       3.345041654336e+06      -1.167286144716e+06       5.497435477980e-03       1.119021463624e-01 
       3.628406264758e+04       4.583722510326e-07       1.066371307788e+01       3.806027328955e+03       1.151893114318e+04       3.174565593300e-01       4.179651381633e+08       6.129831702501e+00       4.769694693479e+06       1.171105845650e+05       6.398770955852e+05       2.985121549152e-08       5.659635253315e+06       3.299526401806e+06       1.448584402875e+07       1.448584402875e+07       3.255703890426e+06      -1.128533296114e+06       5.501737156180e-03       1.122330909024e-01 
       3.603169011586e+04       4.643918833451e-07       1.073044813167e+01       3.757542930626e+03       1.151886440812e+04       3.196781692148e-01       4.150556717045e+08       6.168010064459e+00       4.638374589987e+06       1.146839327182e+05       6.266181835793e+05       2.985121549152e-08       5.530768929580e+06       3.208683239632e+06       1.411912887550e+07       1.411912887550e+07       3.168762836164e+06      -1.091070602059e+06       5.506054950777e-03       1.125653380474e-01 
       3.578107248613e+04       4.704891883139e-07       1.079757413275e+01       3.709688531041e+03       1.151879728212e+04       3.219153190913e-01       4.121664393019e+08       6.206409643055e+00       4.510669804758e+06       1.123075596597e+05       6.136339883730e+05       2.985121549152e-08       5.404836602386e+06       3.120341042159e+06       1.376178899734e+07       1.376178899734e+07       3.084153942544e+06      -1.054854994962e+06       5.510388944590e-03       1.128988886320e-01 
       3.553219755803e+04       4.766651475835e-07       1.086509314555e+01       3.662455800393e+03       1.151872976311e+04       3.241681175553e-01       4.092973002900e+08       6.245031574040e+00       4.386480811620e+06       1.099804237210e+05       6.009188184246e+05       2.985121549152e-08       5.281771475793e+06       3.034430960276e+06       1.341358248983e+07       1.341358248983e+07       3.001814404878e+06      -1.019844848611e+06       5.514739220762e-03       1.132337434607e-01 
       3.528505321598e+04       4.829207549162e-07       1.093300724376e+01       3.615836520585e+03       1.151866184901e+04       3.264366739602e-01       4.064481149811e+08       6.283876997826e+00       4.265710824108e+06       1.077015048132e+05       5.884671001004e+05       2.985121549152e-08       5.161508274455e+06       2.950886040118e+06       1.307427374360e+07       1.307427374360e+07       2.921683115521e+06      -9.859999298226e+05       5.519105862768e-03       1.135699033078e-01 
       3.503962742866e+04       4.892570163372e-07       1.100131851035e+01       3.569822583711e+03       1.151859353774e+04       3.287210984219e-01       4.036187446582e+08       6.322947059502e+00       4.148265720057e+06       1.054698039801e+05       5.762733752325e+05       2.985121549152e-08       5.043983209004e+06       2.869641170901e+06       1.274363327917e+07       1.274363327917e+07       2.843700617886e+06      -9.532813517005e+05       5.523488954412e-03       1.139073689171e-01 
       3.479590824836e+04       4.956749502829e-07       1.107002903762e+01       3.524405990568e+03       1.151852482722e+04       3.310215018244e-01       4.008090515690e+08       6.362242908839e+00       4.034053968259e+06       1.032843429603e+05       5.643322987271e+05       2.985121549152e-08       4.929133942221e+06       2.790633034181e+06       1.242143758635e+07       1.242143758635e+07       2.767809061702e+06      -9.216515284816e+05       5.527888579830e-03       1.142461410017e-01 
       3.455388381041e+04       5.021755877495e-07       1.113914092722e+01       3.479578849177e+03       1.151845571533e+04       3.333379958249e-01       3.980188989184e+08       6.401765700306e+00       3.922986557147e+06       1.011441637584e+05       5.526386362218e+05       2.985121549152e-08       4.816899555985e+06       2.713800054526e+06       1.210746896764e+07       1.210746896764e+07       2.693952159490e+06      -8.910741318915e+05       5.532304823487e-03       1.145862202441e-01 
       3.431354233264e+04       5.087599724446e-07       1.120865629019e+01       3.435333373336e+03       1.151838619996e+04       3.356706928597e-01       3.952481508624e+08       6.441516593079e+00       3.814976925436e+06       9.904832822563e+04       5.411872617920e+05       2.985121549152e-08       4.707220518969e+06       2.639082351532e+06       1.180151538595e+07       1.180151538595e+07       2.622075144220e+06      -8.615140489698e+05       5.536737770181e-03       1.149276072957e-01 
       3.407487211478e+04       5.154291609396e-07       1.127857724697e+01       3.391661881182e+03       1.151831627901e+04       3.380197061489e-01       3.924966725010e+08       6.481496751049e+00       3.709940894678e+06       9.699591764812e+04       5.299731557045e+05       2.985121549152e-08       4.600038655067e+06       2.566421693167e+06       1.150337031626e+07       1.150337031626e+07       2.552124728122e+06      -8.329373413137e+05       5.541187505045e-03       1.152703027774e-01 
       3.383786153787e+04       5.221842228245e-07       1.134890592747e+01       3.348556793781e+03       1.151824595033e+04       3.403851497024e-01       3.897643298722e+08       6.521707342838e+00       3.607796603669e+06       9.498603234475e+04       5.189914022177e+05       2.985121549152e-08       4.495297112548e+06       2.495761450398e+06       1.121283260118e+07       1.121283260118e+07       2.484049062610e+06      -8.053112056902e+05       5.545654113545e-03       1.156143072786e-01 
       3.360249906373e+04       5.290262408643e-07       1.141964447108e+01       3.306010633731e+03       1.151817521178e+04       3.427671383250e-01       3.870509899450e+08       6.562149541805e+00       3.508464444667e+06       9.301779127269e+04       5.082371874277e+05       2.985121549152e-08       4.392940333910e+06       2.427046553064e+06       1.092970631034e+07       1.092970631034e+07       2.417797699301e+06      -7.786039359733e+05       5.550137681481e-03       1.159596213575e-01 
       3.336877323440e+04       5.359563111571e-07       1.149079502669e+01       3.264016023787e+03       1.151810406123e+04       3.451657876223e-01       3.843565206133e+08       6.602824526058e+00       3.411867001358e+06       9.109033164137e+04       4.977057971581e+05       2.985121549152e-08       4.292914026414e+06       2.360223446969e+06       1.065380060354e+07       1.065380060354e+07       2.353321552084e+06      -7.527848863602e+05       5.554638294991e-03       1.163062455412e-01 
       3.313667267153e+04       5.429755432944e-07       1.156235975276e+01       3.222565685509e+03       1.151803249650e+04       3.475812140058e-01       3.816807906891e+08       6.643733478466e+00       3.317928988539e+06       8.920280853432e+04       4.873926148947e+05       2.985121549152e-08       4.195165133299e+06       2.295240052150e+06       1.038492959742e+07       1.038492959742e+07       2.290572860226e+06      -7.278244358230e+05       5.559156040549e-03       1.166541803251e-01 
       3.290618607592e+04       5.500850605230e-07       1.163434081733e+01       3.181652437915e+03       1.151796051544e+04       3.500135346992e-01       3.790236698965e+08       6.684877586668e+00       3.226577193451e+06       8.735439453896e+04       4.772931197622e+05       2.985121549152e-08       4.099641805640e+06       2.232045722300e+06       1.012291223569e+07       1.012291223569e+07       2.229505152481e+06      -7.036939537559e+05       5.563691004964e-03       1.170034261731e-01 
       3.267730222685e+04       5.572859999087e-07       1.170674039806e+01       3.141269196172e+03       1.151788811586e+04       3.524628677432e-01       3.763850288650e+08       6.726258043083e+00       3.137740418734e+06       8.554427938398e+04       4.674028845426e+05       2.985121549152e-08       4.006293374861e+06       2.170591205299e+06       9.867572162820e+06       9.867572162820e+06       2.170073212164e+06      -6.803657667764e+05       5.568243275389e-03       1.173539835173e-01 
       3.245000998165e+04       5.645795125023e-07       1.177956068225e+01       3.101408970286e+03       1.151781529557e+04       3.549293320018e-01       3.737647391234e+08       6.767876044922e+00       3.051349426952e+06       8.377166958424e+04       4.577175737359e+05       2.985121549152e-08       3.915070325858e+06       2.110828604843e+06       9.618737600973e+06       9.618737600973e+06       2.112233043184e+06      -6.578131266412e+05       5.572812939311e-03       1.177058527582e-01 
       3.222429827509e+04       5.719667635073e-07       1.185280386690e+01       3.062064863823e+03       1.151774205239e+04       3.574130471677e-01       3.711626730936e+08       6.809732794199e+00       2.967336886638e+06       8.203578809304e+04       4.482329416594e+05       2.985121549152e-08       3.825924270748e+06       2.052711343118e+06       9.376241230257e+06       9.376241230257e+06       2.055941836994e+06      -6.360101792413e+05       5.577400084561e-03       1.180590342641e-01 
       3.200015611884e+04       5.794489324496e-07       1.192647215871e+01       3.023230072638e+03       1.151766838409e+04       3.599141337683e-01       3.685787040844e+08       6.851829497738e+00       2.885637319835e+06       8.033587396163e+04       4.389448305874e+05       2.985121549152e-08       3.738807923207e+06       1.996194124511e+06       9.139920072102e+06       9.139920072102e+06       2.001157940436e+06      -6.149319346376e+05       5.582004799310e-03       1.184135283715e-01 
       3.177757260097e+04       5.870272133491e-07       1.200056777414e+01       2.984897883631e+03       1.151759428848e+04       3.624327131712e-01       3.660127062850e+08       6.894167367187e+00       2.806187051071e+06       7.867118200566e+04       4.298491689289e+05       2.985121549152e-08       3.653675073391e+06       1.941232900310e+06       8.909615375707e+06       8.909615375707e+06       1.947840824466e+06      -5.945542381034e+05       5.586627172071e-03       1.187693353846e-01 
       3.155653688542e+04       5.947028148933e-07       1.207509293945e+01       2.947061673513e+03       1.151751976331e+04       3.649689075904e-01       3.634645547593e+08       6.936747619026e+00       2.728924157744e+06       7.704098247869e+04       4.209419694437e+05       2.985121549152e-08       3.570480563438e+06       1.887784834386e+06       8.685172507491e+06       8.685172507491e+06       1.895951053720e+06      -5.748537421397e+05       5.591267291700e-03       1.191264555753e-01 
       3.133703821141e+04       6.024769606133e-07       1.215004989070e+01       2.909714907588e+03       1.151744480636e+04       3.675228400918e-01       3.609341254396e+08       6.979571474578e+00       2.653788421869e+06       7.544456075233e+04       4.122193274948e+05       2.985121549152e-08       3.489180263514e+06       1.835808269812e+06       8.466440843443e+06       8.466440843443e+06       1.845450256912e+06      -5.558078794303e+05       5.595925247397e-03       1.194848891835e-01 
       3.111906589300e+04       6.103508890614e-07       1.222544087382e+01       2.872851138559e+03       1.151736941538e+04       3.700946345994e-01       3.584212951207e+08       7.022640160021e+00       2.580721283161e+06       7.388121700310e+04       4.036774193370e+05       2.985121549152e-08       3.409731048417e+06       1.785262696401e+06       8.253273664319e+06       8.253273664319e+06       1.796301098029e+06      -5.373948367050e+05       5.600601128708e-03       1.198446364161e-01 
       3.090260931852e+04       6.183258539909e-07       1.230126814462e+01       2.836464005341e+03       1.151729358811e+04       3.726844159011e-01       3.559259414536e+08       7.065954906395e+00       2.509665793397e+06       7.235026590571e+04       3.953125004416e+05       2.985121549152e-08       3.332090774702e+06       1.736108719148e+06       8.045528053593e+06       8.045528053593e+06       1.748467248318e+06      -5.195935294806e+05       5.605295025524e-03       1.202056974478e-01 
       3.068765795006e+04       6.264031245381e-07       1.237753396884e+01       2.800547231898e+03       1.151721732228e+04       3.752923096548e-01       3.534479429401e+08       7.109516949613e+00       2.440566572045e+06       7.085103633274e+04       3.871209038551e+05       2.985121549152e-08       3.256218258336e+06       1.688308027521e+06       7.843064798090e+06       7.843064798090e+06       1.701913359022e+06      -5.023835776498e+05       5.610007028083e-03       1.205680724206e-01 
       3.047420132297e+04       6.345839854065e-07       1.245424062217e+01       2.765094626092e+03       1.151714061563e+04       3.779184423944e-01       3.509871789263e+08       7.153327530473e+00       2.373369763109e+06       6.938287106051e+04       3.790990385922e+05       2.985121549152e-08       3.182073252859e+06       1.641823365620e+06       7.645748291242e+06       7.645748291242e+06       1.656605034862e+06      -4.857452818905e+05       5.614737226969e-03       1.209317614437e-01 
       3.026222904533e+04       6.428697370530e-07       1.253139039030e+01       2.730100078548e+03       1.151706346586e+04       3.805629415359e-01       3.485435295970e+08       7.197387894668e+00       2.308022993167e+06       6.794512648106e+04       3.712433880623e+05       2.985121549152e-08       3.109616428038e+06       1.596618503138e+06       7.453446438886e+06       7.453446438886e+06       1.612508808239e+06      -4.696596008662e+05       5.619485713119e-03       1.212967645934e-01 
       3.005173079747e+04       6.512616958760e-07       1.260898556895e+01       2.695557561534e+03       1.151698587068e+04       3.832259353834e-01       3.461168759699e+08       7.241699292792e+00       2.244475330551e+06       6.653717232010e+04       3.635505085282e+05       2.985121549152e-08       3.038809349010e+06       1.552658207135e+06       7.266030567544e+06       7.266030567544e+06       1.569592114130e+06      -4.541081291921e+05       5.624252577815e-03       1.216630819131e-01 
       2.984269633145e+04       6.597611944065e-07       1.268702846389e+01       2.661461127860e+03       1.151690782779e+04       3.859075531355e-01       3.437070998898e+08       7.286262980356e+00       2.182677245672e+06       6.515839136079e+04       3.560170275968e+05       2.985121549152e-08       2.969614455903e+06       1.509908214578e+06       7.083375335110e+06       7.083375335110e+06       1.527823265673e+06      -4.390730761413e+05       5.629037912691e-03       1.220307134132e-01 
       2.963511547057e+04       6.683695815005e-07       1.276552139100e+01       2.627804909785e+03       1.151682933486e+04       3.886079248915e-01       3.413140840228e+08       7.331080217791e+00       2.122580572413e+06       6.380817917323e+04       3.486396427412e+05       2.985121549152e-08       2.901995043913e+06       1.468335205650e+06       6.905358643891e+06       6.905358643891e+06       1.487171430412e+06      -4.245372450645e+05       5.633841809735e-03       1.223996590710e-01 
       2.942897810887e+04       6.770882225344e-07       1.284446667629e+01       2.594583117947e+03       1.151675038958e+04       3.913271816571e-01       3.389377118506e+08       7.376152270465e+00       2.064138470606e+06       6.248594384960e+04       3.414151198536e+05       2.985121549152e-08       2.835915243846e+06       1.427906777778e+06       6.731861555933e+06       6.731861555933e+06       1.447606607179e+06      -4.104840135023e+05       5.638664361283e-03       1.227699188306e-01 
       2.922427421065e+04       6.859184996022e-07       1.292386665594e+01       2.561790040299e+03       1.151667098960e+04       3.940654553517e-01       3.365778676648e+08       7.421480408689e+00       2.007305389528e+06       6.119110574472e+04       3.343402918278e+05       2.985121549152e-08       2.771340003088e+06       1.388591420388e+06       6.562768210577e+06       6.562768210577e+06       1.409099603614e+06      -3.968973139630e+05       5.643505660029e-03       1.231414926027e-01 
       2.902099380994e+04       6.948618117153e-07       1.300372367633e+01       2.529420041071e+03       1.151659113258e+04       3.968228788138e-01       3.342344365613e+08       7.467065907726e+00       1.952037032406e+06       5.992309722205e+04       3.274120571710e+05       2.985121549152e-08       2.708235067021e+06       1.350358490352e+06       6.397965744172e+06       6.397965744172e+06       1.371622014288e+06      -3.837616153465e+05       5.648365799018e-03       1.235143802648e-01 
       2.881912701008e+04       7.039195750040e-07       1.308404009407e+01       2.497467559732e+03       1.151651081616e+04       3.995995858078e-01       3.319073044347e+08       7.512910047803e+00       1.898290321901e+06       5.868136240490e+04       3.206273786448e+05       2.985121549152e-08       2.646566960857e+06       1.313178188107e+06       6.237344211914e+06       6.237344211914e+06       1.335146199422e+06      -3.710619049916e+05       5.653244871651e-03       1.238885816609e-01 
       2.861866398320e+04       7.130932229227e-07       1.316481827607e+01       2.465927109978e+03       1.151643003798e+04       4.023957110306e-01       3.295963579729e+08       7.559014114119e+00       1.846023366539e+06       5.746535693284e+04       3.139832819342e+05       2.985121549152e-08       2.586302971884e+06       1.277021534434e+06       6.080796511724e+06       6.080796511724e+06       1.299645264179e+06      -3.587836713251e+05       5.658142971688e-03       1.242640966014e-01 
       2.841959496972e+04       7.223842064559e-07       1.324606059952e+01       2.434793278727e+03       1.151634879565e+04       4.052113901177e-01       3.273014846513e+08       7.605379396857e+00       1.795195428068e+06       5.627454772308e+04       3.074768543439e+05       2.985121549152e-08       2.527411132121e+06       1.241860347877e+06       5.928218310133e+06       5.928218310133e+06       1.265093038527e+06      -3.469128870932e+05       5.663060193242e-03       1.246409248632e-01 
       2.822191027794e+04       7.317939943276e-07       1.332776945198e+01       2.404060725131e+03       1.151626708680e+04       4.080467596498e-01       3.250225727276e+08       7.652007191191e+00       1.745766889714e+06       5.510841273693e+04       3.011052435218e+05       2.985121549152e-08       2.469860201360e+06       1.207667222786e+06       5.779507970118e+06       5.779507970118e+06       1.231464057636e+06      -3.354359931558e+05       5.667996630789e-03       1.250190661896e-01 
       2.802560028350e+04       7.413240732131e-07       1.340994723139e+01       2.373724179601e+03       1.151618490902e+04       4.109019571596e-01       3.227595112361e+08       7.698898797297e+00       1.697699225306e+06       5.396644075092e+04       2.948656562089e+05       2.985121549152e-08       2.413619650603e+06       1.174415507953e+06       5.634566480822e+06       5.634566480822e+06       1.198733542813e+06      -3.243398828237e+05       5.672952379159e-03       1.253985202901e-01 
       2.783065542897e+04       7.509759479527e-07       1.349259634609e+01       2.343778442842e+03       1.151610225991e+04       4.137771211382e-01       3.205121899825e+08       7.746055520361e+00       1.650954969259e+06       5.284813113280e+04       2.887553570156e+05       2.985121549152e-08       2.358659645870e+06       1.142079285853e+06       5.493297389131e+06       5.493297389131e+06       1.166877382958e+06      -3.136118867217e+05       5.677927533548e-03       1.257792868402e-01 
       2.763706622331e+04       7.607511417682e-07       1.357571921489e+01       2.314218384907e+03       1.151601913704e+04       4.166723910417e-01       3.182804995384e+08       7.793478670591e+00       1.605497687377e+06       5.175299362215e+04       2.827716672220e+05       2.985121549152e-08       2.304951032378e+06       1.110633352441e+06       5.355606733041e+06       5.355606733041e+06       1.135872116511e+06      -3.032397581594e+05       5.682922189510e-03       1.261613654820e-01 
       2.744482324152e+04       7.706511964823e-07       1.365931826709e+01       2.285038944258e+03       1.151593553799e+04       4.195879072982e-01       3.160643312363e+08       7.841169563225e+00       1.561291948461e+06       5.068054811546e+04       2.769119636047e+05       2.985121549152e-08       2.252465319077e+06       1.080053197517e+06       5.221402976775e+06       5.221402976775e+06       1.105694913900e+06      -2.932116589920e+05       5.687936442960e-03       1.265447558233e-01 
       2.725391712406e+04       7.806776727402e-07       1.374339594251e+01       2.256235126845e+03       1.151585146031e+04       4.225238113142e-01       3.138635771638e+08       7.889129518539e+00       1.518303296697e+06       4.963032445576e+04       2.711736772869e+05       2.985121549152e-08       2.201174663546e+06       1.050314985622e+06       5.090596947607e+06       5.090596947607e+06       1.076323560461e+06      -2.835161459560e+05       5.692970390181e-03       1.269294574381e-01 
       2.706433857648e+04       7.908321502333e-07       1.382795469156e+01       2.227802005191e+03       1.151576690156e+04       4.254802454815e-01       3.116781301586e+08       7.937359861860e+00       1.476498224812e+06       4.860186222658e+04       2.655542926124e+05       2.985121549152e-08       2.151051857219e+06       1.021395537464e+06       4.963101774335e+06       4.963101774335e+06       1.047736439814e+06      -2.741421574624e+05       5.698024127815e-03       1.273154698663e-01 
       2.687607836894e+04       8.011162279265e-07       1.391299697520e+01       2.199734717500e+03       1.151568185928e+04       4.284573531841e-01       3.095078838036e+08       7.985861923570e+00       1.435844147957e+06       4.759471055013e+04       2.600513460432e+05       2.985121549152e-08       2.102070310965e+06       9.932723118610e+05       4.838832827377e+06       4.838832827377e+06       1.019912517703e+06      -2.650790008331e+05       5.703097752875e-03       1.277027926137e-01 
       2.668912733574e+04       8.115315242875e-07       1.399852526509e+01       2.172028466764e+03       1.151559633099e+04       4.314552788051e-01       3.073527324211e+08       8.034637039120e+00       1.396309378318e+06       4.660842788970e+04       2.546624250800e+05       2.985121549152e-08       2.054204040980e+06       9.659233881672e+05       4.717707660434e+06       4.717707660434e+06       9.928313262595e+05      -2.563163399652e+05       5.708191362735e-03       1.280914251519e-01 
       2.650347637492e+04       8.220796775189e-07       1.408454204351e+01       2.144678519892e+03       1.151551031421e+04       4.344741677337e-01       3.052125710681e+08       8.083686549037e+00       1.357863100420e+06       4.564258185617e+04       2.493851672044e+05       2.985121549152e-08       2.007427655009e+06       9.393274491971e+05       4.599645953687e+06       4.599645953687e+06       9.664729487066e+05      -2.478441834087e+05       5.713305055139e-03       1.284813669186e-01 
       2.631911644777e+04       8.327623457928e-07       1.417104980348e+01       2.117680206847e+03       1.151542380645e+04       4.375141663717e-01       3.030872955311e+08       8.133011798933e+00       1.320475347119e+06       4.469674901851e+04       2.442172588439e+05       2.985121549152e-08       1.961716338881e+06       9.134637646112e+05       4.484569458473e+06       4.484569458473e+06       9.408180044646e+05      -2.396528728435e+05       5.718438928202e-03       1.288726173169e-01 
       2.613603857841e+04       8.435812074888e-07       1.425805104878e+01       2.091028919797e+03       1.151533680520e+04       4.405754221412e-01       3.009768023210e+08       8.182614139514e+00       1.284116976241e+06       4.377051471815e+04       2.391564343578e+05       2.985121549152e-08       1.917045843346e+06       8.883121747621e+05       4.372401943426e+06       4.372401943426e+06       9.158476346690e+05      -2.317330719433e+05       5.723593080403e-03       1.292651757158e-01 
       2.595423385338e+04       8.545379614339e-07       1.434554829395e+01       2.064720112271e+03       1.151524930796e+04       4.436580834914e-01       2.988809886680e+08       8.232494926591e+00       1.248759647882e+06       4.286347288733e+04       2.342004750443e+05       2.985121549152e-08       1.873392471220e+06       8.638530749840e+05       4.263069142018e+06       4.263069142018e+06       8.915434880773e+05      -2.240757556123e+05       5.728767610597e-03       1.296590414500e-01 
       2.577369342115e+04       8.656343271456e-07       1.443354406436e+01       2.038749298340e+03       1.151516131219e+04       4.467622999054e-01       2.967997525167e+08       8.282655521086e+00       1.214375802314e+06       4.197522587106e+04       2.293472081680e+05       2.985121549152e-08       1.830733064811e+06       8.400674003158e+05       4.156498701480e+06       4.156498701480e+06       8.678877073578e+05      -2.166721995824e+05       5.733962618007e-03       1.300542138197e-01 
       2.559440849173e+04       8.768720450784e-07       1.452204089627e+01       2.013112051790e+03       1.151507281536e+04       4.498882219081e-01       2.947329925211e+08       8.333097289040e+00       1.180938638517e+06       4.110538425288e+04       2.245945060077e+05       2.985121549152e-08       1.789044993642e+06       8.169366106442e+05       4.052620133063e+06       4.052620133063e+06       8.448629157511e+05      -2.095139703596e+05       5.739178202231e-03       1.304506920909e-01 
       2.541637033626e+04       8.882528768716e-07       1.461104133680e+01       1.987804005327e+03       1.151498381492e+04       4.530360010725e-01       2.926806080397e+08       8.383821601629e+00       1.148422093284e+06       4.025356668416e+04       2.199402849237e+05       2.985121549152e-08       1.748306142448e+06       7.944426762552e+05       3.951364763595e+06       3.951364763595e+06       8.224522040911e+05      -2.025929155066e+05       5.744414463240e-03       1.308484754949e-01 
       2.523957028651e+04       8.997786056019e-07       1.470054794402e+01       1.962820849775e+03       1.151489430831e+04       4.562057900279e-01       2.906424991306e+08       8.434829835162e+00       1.116800820920e+06       3.941939971700e+04       2.153825044450e+05       2.985121549152e-08       1.708494899446e+06       7.725680637845e+05       3.852665688313e+06       3.852665688313e+06       8.006391181795e+05      -1.959011542513e+05       5.749671501379e-03       1.312475632289e-01 
       2.506399973453e+04       9.114510360375e-07       1.479056328701e+01       1.938158333297e+03       1.151480429297e+04       4.593977424664e-01       2.886185665464e+08       8.486123371099e+00       1.086050173484e+06       3.860251764052e+04       2.109191663746e+05       2.985121549152e-08       1.669590144877e+06       7.512957225536e+05       3.756457724930e+06       3.756457724930e+06       7.794076465003e+05      -1.894310684099e+05       5.754949417371e-03       1.316479544552e-01 
       2.488965013222e+04       9.232719948958e-07       1.488108994581e+01       1.913812260620e+03       1.151471376631e+04       4.626120131511e-01       2.866087117298e+08       8.537703596055e+00       1.056146181584e+06       3.780256232060e+04       2.065483139140e+05       2.985121549152e-08       1.631571239799e+06       7.306090712824e+05       3.662677368900e+06       3.662677368900e+06       7.587422082687e+05      -1.831752936142e+05       5.760248312315e-03       1.320496483018e-01 
       2.471651299088e+04       9.352433311038e-07       1.497213051155e+01       1.889778492274e+03       1.151462272574e+04       4.658487579227e-01       2.846128368086e+08       8.589571901809e+00       1.027065535696e+06       3.701918304288e+04       2.022680308053e+05       2.985121549152e-08       1.594418015148e+06       7.104919851677e+05       3.571262749860e+06       3.571262749860e+06       7.386276418027e+05      -1.771267108320e+05       5.765568287688e-03       1.324526438622e-01 
       2.454457988083e+04       9.473669160619e-07       1.506368758643e+01       1.866052943838e+03       1.151453116867e+04       4.691081337076e-01       2.826308445908e+08       8.641729685312e+00       9.987855680007e+05       3.625203635913e+04       1.980764404917e+05       2.985121549152e-08       1.558110761037e+06       6.909287833174e+05       3.482153589206e+06       3.482153589206e+06       7.190491932097e+05      -1.712784381726e+05       5.770909445347e-03       1.328569401952e-01 
       2.437384243097e+04       9.596446439103e-07       1.515576378381e+01       1.842631585201e+03       1.151443909247e+04       4.723902985251e-01       2.806626385599e+08       8.694178348698e+00       9.712842347178e+05       3.550078593663e+04       1.939717052946e+05       2.985121549152e-08       1.522630216302e+06       6.719042165300e+05       3.395291158781e+06       3.395291158781e+06       6.999925053795e+05      -1.656238229659e+05       5.776271887529e-03       1.332625363251e-01 
       2.420429232841e+04       9.720784317991e-07       1.524836172817e+01       1.819510439830e+03       1.151434649452e+04       4.756954114951e-01       2.787081228706e+08       8.746919299290e+00       9.445400989277e+05       3.476510241080e+04       1.899520256088e+05       2.985121549152e-08       1.487957558292e+06       6.534034554114e+05       3.310618240651e+06       3.310618240651e+06       6.814436072756e+05      -1.601564341071e+05       5.781655716853e-03       1.336694312416e-01 
       2.403592131805e+04       9.846702201605e-07       1.534148405525e+01       1.796685584046e+03       1.151425337220e+04       4.790236328457e-01       2.767672023436e+08       8.799953949608e+00       9.185323138652e+05       3.404466324088e+04       1.860156391130e+05       2.985121549152e-08       1.454074392882e+06       6.354120788179e+05       3.228079087918e+06       3.228079087918e+06       6.633889035158e+05      -1.548700546575e+05       5.787061036320e-03       1.340776238996e-01 
       2.386872120215e+04       9.974219729855e-07       1.543513341200e+01       1.774153146314e+03       1.151415972284e+04       4.823751239207e-01       2.748397824613e+08       8.853283717381e+00       8.932406066738e+05       3.333915256848e+04       1.821608199979e+05       2.985121549152e-08       1.420962744716e+06       6.179160626182e+05       3.147619386575e+06       3.147619386575e+06       6.458151642356e+05      -1.497586746932e+05       5.792487949315e-03       1.344871132197e-01 
       2.370268383998e+04       1.010335678103e-06       1.552931245667e+01       1.751909306540e+03       1.151406554380e+04       4.857500471879e-01       2.729257693629e+08       8.906910025548e+00       8.686452626073e+05       3.264826107924e+04       1.783858782098e+05       2.985121549152e-08       1.388605047681e+06       6.009017687641e+05       3.069186218341e+06       3.069186218341e+06       6.287095152252e+05      -1.448164843934e+05       5.797936559609e-03       1.348978980875e-01 
       2.353780114737e+04       1.023413347461e-06       1.562402385883e+01       1.729950295380e+03       1.151397083239e+04       4.891485662463e-01       2.710250698404e+08       8.960834302274e+00       8.447271096652e+05       3.197168586718e+04       1.746891587097e+05       2.985121549152e-08       1.356984135581e+06       5.843559346623e+05       2.992728024486e+06       2.992728024486e+06       6.120594283340e+05      -1.400378673594e+05       5.803406971358e-03       1.353099773543e-01 
       2.337406509639e+04       1.036657017415e-06       1.571927029942e+01       1.708272393555e+03       1.151387558595e+04       4.925708458340e-01       2.691375913334e+08       9.015057980952e+00       8.214675036526e+05       3.130913030199e+04       1.710690407477e+05       2.985121549152e-08       1.326083233042e+06       5.682656628385e+05       2.918194570583e+06       2.918194570583e+06       5.958527121346e+05      -1.354173941583e+05       5.808899289107e-03       1.357233498365e-01 
       2.321146771487e+04       1.050068749014e-06       1.581505447078e+01       1.686871931178e+03       1.151377980178e+04       4.960170518365e-01       2.672632419250e+08       9.069582500215e+00       7.988483136497e+05       3.066030389900e+04       1.675239371533e+05       2.985121549152e-08       1.295885946608e+06       5.526184108868e+05       2.845536912197e+06       2.845536912197e+06       5.800775028396e+05      -1.309498160813e+05       5.814413617786e-03       1.361380143160e-01 
