# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ULAfld         14:(.)w_ULAfld           15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       1.465909676982e+04       3.210427755007e-06       2.952921719497e+01       5.299886632739e+02       1.264826305859e+04       8.627680469770e-01       1.854247604092e+08       1.686299965266e+01       1.270944014337e+05       7.723657876018e+03       4.220106822418e+04       2.985121549152e-08       1.594890271171e+04      -3.140735272027e-03       8.791995295326e+04       2.808879831989e+05       2.808879831989e+05       7.162136018098e+04      -1.036420355247e+04       9.614992178424e-04       2.700977828896e-01 
       1.455714781661e+04       3.253656748827e-06       2.972284525629e+01       5.230729869447e+02       1.264806943053e+04       8.687966072238e-01       1.841324643644e+08       1.697231880592e+01       1.235957595153e+05       7.563640717467e+03       4.132675515471e+04       2.985121549152e-08       1.561949296541e+04      -3.075866307194e-03       8.549970131834e+04       2.736053496713e+05       2.736053496713e+05       6.965044347238e+04      -1.001704233555e+04       9.633170298757e-04       2.712294627873e-01 
       1.445590761499e+04       3.297457284007e-06       2.991766899458e+01       5.162497920000e+02       1.264787460679e+04       8.748672222047e-01       1.828491547164e+08       1.708229617725e+01       1.201934205511e+05       7.406938423737e+03       4.047055407813e+04       2.985121549152e-08       1.529686561592e+04      -3.012332964833e-03       8.314606907105e+04       2.665138477400e+05       2.665138477400e+05       6.773375062147e+04      -9.681551271150e+03       9.651459167644e-04       2.723647034146e-01 
       1.435537123840e+04       3.341836724422e-06       3.011369493953e+01       5.095178215740e+02       1.264767858085e+04       8.809801843948e-01       1.815747690107e+08       1.719293513452e+01       1.168847338985e+05       7.253482330888e+03       3.963208982354e+04       2.985121549152e-08       1.498088186917e+04      -2.950107912944e-03       8.085722257938e+04       2.596084105016e+05       2.596084105016e+05       6.586979027447e+04      -9.357336820479e+03       9.669859525458e-04       2.735034927571e-01 
       1.425553379455e+04       3.386802525480e-06       3.031092964735e+01       5.028758360367e+02       1.264748134614e+04       8.871357882920e-01       1.803092452272e+08       1.730423905616e+01       1.136671218674e+05       7.103205197189e+03       3.881099499082e+04       2.985121549152e-08       1.467140573678e+04      -2.889164372037e-03       7.863137867743e+04       2.528841064696e+05       2.528841064696e+05       6.405711207883e+04      -9.044018751766e+03       9.688372117191e-04       2.746458185490e-01 
       1.415639042513e+04       3.432362235207e-06       3.050937970084e+01       4.963226127556e+02       1.264728289609e+04       8.933343304312e-01       1.790525217770e+08       1.741621133110e+01       1.105380777119e+05       6.956041173663e+03       3.800690978965e+04       2.985121549152e-08       1.436830398080e+04      -2.829476104245e-03       7.646680327650e+04       2.463361359325e+05       2.463361359325e+05       6.229430555666e+04      -8.741229689262e+03       9.706997692479e-04       2.757916682730e-01 
       1.405793630562e+04       3.478523495339e-06       3.070905170939e+01       4.898569458622e+02       1.264708322408e+04       8.995761093979e-01       1.778045374992e+08       1.752885535879e+01       1.074951636784e+05       6.811925775238e+03       3.721948188195e+04       2.985121549152e-08       1.407144605937e+04      -2.771017402637e-03       7.436181001444e+04       2.399598274094e+05       2.399598274094e+05       6.057999900901e+04      -8.448614677542e+03       9.725737005626e-04       2.769410291597e-01 
       1.396016664502e+04       3.525294042432e-06       3.090995230899e+01       4.834776460213e+02       1.264688232348e+04       9.058614258425e-01       1.765652316580e+08       1.764217454909e+01       1.045360091066e+05       6.670795852503e+03       3.644836622750e+04       2.985121549152e-08       1.378070407352e+04      -2.713763080724e-03       7.231475894214e+04       2.337506342023e+05       2.337506342023e+05       5.891285845026e+04      -8.165830760620e+03       9.744590815636e-04       2.780938881876e-01 
       1.386307668565e+04       3.572681708983e-06       3.111208816226e+01       4.771835402030e+02       1.264668018763e+04       9.121905824942e-01       1.753345439401e+08       1.775617232226e+01       1.016583085827e+05       6.532589564039e+03       3.569322493278e+04       2.985121549152e-08       1.349595271488e+04      -2.657688462174e-03       7.032405524620e+04       2.277041310407e+05       2.277041310407e+05       5.729158657180e+04      -7.892546575340e+03       9.763559886231e-04       2.792502320820e-01 
       1.376666170290e+04       3.620694424561e-06       3.131546595848e+01       4.709734714588e+02       1.264647680983e+04       9.185638841758e-01       1.741124144513e+08       1.787085210893e+01       9.885982014447e+04       6.397246349334e+03       3.495372710298e+04       2.985121549152e-08       1.321706921440e+04      -2.602769370712e-03       6.838814800671e+04       2.218160108179e+05       2.218160108179e+05       5.571492173411e+04      -7.628441958575e+03       9.782644985886e-04       2.804100473152e-01 
       1.367091700499e+04       3.669340216952e-06       3.152009241360e+01       4.648462986996e+02       1.264627218338e+04       9.249816378171e-01       1.728987837136e+08       1.798621735004e+01       9.613836353408e+04       6.264706902248e+03       3.422954869701e+04       2.985121549152e-08       1.294393329205e+04      -2.548982120210e-03       6.650552898927e+04       2.160820814147e+05       2.160820814147e+05       5.418163698656e+04      -7.373207567773e+03       9.801846887850e-04       2.815733201063e-01 
       1.357583793278e+04       3.718627213317e-06       3.172597427025e+01       4.588008964778e+02       1.264606630152e+04       9.314441524702e-01       1.716935926629e+08       1.810227149680e+01       9.349181850057e+04       6.134913145034e+03       3.352037238559e+04       2.985121549152e-08       1.267642710745e+04      -2.496303504971e-03       6.467473147018e+04       2.104982626089e+05       2.104982626089e+05       5.269053911414e+04      -7.126544514366e+03       9.821166370174e-04       2.827400364202e-01 
       1.348141985948e+04       3.768563641366e-06       3.193311829778e+01       4.528361547721e+02       1.264585915749e+04       9.379517393236e-01       1.704967826452e+08       1.821901801062e+01       9.091812314812e+04       6.007808202899e+03       3.282588741217e+04       2.985121549152e-08       1.241443521146e+04      -2.444710790186e-03       6.289432909406e+04       2.050605830687e+05       2.050605830687e+05       5.124046771032e+04      -6.888164009643e+03       9.840604215739e-04       2.839101819682e-01 
       1.338765819050e+04       3.819157830534e-06       3.214153129224e+01       4.469509787745e+02       1.264565074450e+04       9.445047117169e-01       1.693082954146e+08       1.833646036312e+01       8.841527233005e+04       5.883336379084e+03       3.214578945689e+04       2.985121549152e-08       1.215784449862e+04      -2.394181702584e-03       6.116293476283e+04       1.997651774275e+05       1.997651774275e+05       4.983029427542e+04      -6.657787022624e+03       9.860161212281e-04       2.850837422073e-01 
       1.329454836317e+04       3.870418213186e-06       3.235122007643e+01       4.411442886817e+02       1.264544105571e+04       9.511033851555e-01       1.681280731299e+08       1.845460203603e+01       8.598131608699e+04       5.761443130468e+03       3.147978050317e+04       2.985121549152e-08       1.190654416061e+04      -2.344694421249e-03       5.947919955525e+04       1.946082834365e+05       1.946082834365e+05       4.845892133972e+04      -6.435143949568e+03       9.879838152419e-04       2.862607023401e-01 
       1.320208584654e+04       3.922353325820e-06       3.256219149991e+01       4.354150194881e+02       1.264523008429e+04       9.577480773255e-01       1.669560583521e+08       1.857344652117e+01       8.361435812811e+04       5.642075043675e+03       3.082756870723e+04       2.985121549152e-08       1.166042564046e+04      -2.296227568620e-03       5.784181167632e+04       1.895862391958e+05       1.895862391958e+05       4.712528161063e+04      -6.219974294678e+03       9.899635833685e-04       2.874410473147e-01 
       1.311026614115e+04       3.974971810296e-06       3.277445243899e+01       4.297621207820e+02       1.264501782335e+04       9.644391081088e-01       1.657921940416e+08       1.869299732038e+01       8.131255435397e+04       5.525179811670e+03       3.018886827019e+04       2.985121549152e-08       1.141938258777e+04      -2.248760201657e-03       5.624949543542e+04       1.846954804590e+05       1.846954804590e+05       4.582833714334e+04      -6.012026361653e+03       9.919555058546e-04       2.886247618245e-01 
       1.301908477883e+04       4.028282415066e-06       3.298800979677e+01       4.241845565451e+02       1.264480426599e+04       9.711767995975e-01       1.646364235549e+08       1.881325794550e+01       7.907411142023e+04       5.410706210850e+03       2.956339931291e+04       2.985121549152e-08       1.118331081464e+04      -2.202271803177e-03       5.470101025273e+04       1.799325380114e+05       1.799325380114e+05       4.456707853422e+04      -5.811056955709e+03       9.939596634435e-04       2.898118303083e-01 
       1.292853732246e+04       4.082293996432e-06       3.320287050314e+01       4.186813049543e+02       1.264458940529e+04       9.779614761098e-01       1.634886906428e+08       1.893423191828e+01       7.689728534074e+04       5.298604078601e+03       2.895088775336e+04       2.985121549152e-08       1.095210825260e+04      -2.156742273358e-03       5.319514969289e+04       1.752940351182e+05       1.752940351182e+05       4.334052413633e+04      -5.616831095706e+03       9.959761373779e-04       2.910022369502e-01 
       1.283861936576e+04       4.137015519802e-06       3.341904151481e+01       4.132513581859e+02       1.264437323427e+04       9.847934642047e-01       1.623489394467e+08       1.905592277036e+01       7.478038012911e+04       5.188824291324e+03       2.835106518653e+04       2.985121549152e-08       1.072567491022e+04      -2.112151921406e-03       5.173074052526e+04       1.707766850425e+05       1.707766850425e+05       4.214771929656e+04      -5.429121736045e+03       9.980050094026e-04       2.921959656795e-01 
       1.274932653309e+04       4.192456060975e-06       3.363652981528e+01       4.078937222235e+02       1.264415574597e+04       9.916730926976e-01       1.612171144964e+08       1.917833404321e+01       7.272174647771e+04       5.081318742915e+03       2.776366876689e+04       2.985121549152e-08       1.050391283164e+04      -2.068481457374e-03       5.030664181016e+04       1.663772886293e+05       1.663772886293e+05       4.098773561367e+04      -5.247709498003e+03       1.000046361767e-03       2.933930001709e-01 
       1.266065447923e+04       4.248624807426e-06       3.385534241491e+01       4.026074166677e+02       1.264393693337e+04       9.986006926755e-01       1.600931607075e+08       1.930146928807e+01       7.071978047298e+04       4.976040323692e+03       2.718844109323e+04       2.985121549152e-08       1.028672605582e+04      -2.025711984153e-03       4.892174401006e+04       1.620927319558e+05       1.620927319558e+05       3.985967021673e+04      -5.072382410179e+03       1.002100277228e-03       2.945933238442e-01 
       1.257259888915e+04       4.305531059620e-06       3.407548635088e+01       3.973914745485e+02       1.264371678944e+04       1.005576597513e+00       1.589770233784e+08       1.942533206589e+01       6.877292234607e+04       4.872942899753e+03       2.662513009587e+04       2.985121549152e-08       1.007402057666e+04      -1.983824989604e-03       4.757496812541e+04       1.579199840438e+05       1.579199840438e+05       3.876264506337e+04      -4.902935657754e+03       1.004166839055e-03       2.957969198650e-01 
       1.248515547782e+04       4.363184232325e-06       3.429696868721e+01       3.922449421408e+02       1.264349530710e+04       1.012601142887e+00       1.578686481876e+08       1.954992594728e+01       6.687965525797e+04       4.771981292771e+03       2.607348892628e+04       2.985121549152e-08       9.865704303804e+03      -1.942802338848e-03       4.626526485417e+04       1.538560946350e+05       1.538560946350e+05       3.769580625729e+04      -4.739171340248e+03       1.006246131027e-03       2.970037711444e-01 
       1.239831999001e+04       4.421593855951e-06       3.451979651481e+01       3.871668787820e+02       1.264327247927e+04       1.019674666793e+00       1.567679811914e+08       1.967525451249e+01       6.503850411792e+04       4.673111260200e+03       2.553327584890e+04       2.985121549152e-08       9.661687024262e+03      -1.902626266704e-03       4.499161377445e+04       1.498981920258e+05       1.498981920258e+05       3.665832338458e+04      -4.580898237495e+03       1.008338237442e-03       2.982138603392e-01 
       1.231208820005e+04       4.480769577898e-06       3.474397695143e+01       3.821563566920e+02       1.264304829884e+04       1.026797509563e+00       1.556749688211e+08       1.980132135126e+01       6.324803443452e+04       4.576289475891e+03       2.500425413525e+04       2.985121549152e-08       9.461880364736e+03      -1.863279370274e-03       4.375302254971e+04       1.460434809601e+05       1.460434809601e+05       3.564938886822e+04      -4.427931583565e+03       1.010443243117e-03       2.994271698523e-01 
       1.222645591165e+04       4.540721163923e-06       3.496951714170e+01       3.772124607964e+02       1.264282275865e+04       1.033970013877e+00       1.545895578802e+08       1.992813006287e+01       6.150685119825e+04       4.481473511114e+03       2.448619196024e+04       2.985121549152e-08       9.266197754703e+03      -1.824744601673e-03       4.254852615578e+04       1.422892405801e+05       1.422892405801e+05       3.466821734031e+04      -4.280092848345e+03       1.012561233389e-03       3.006436818330e-01 
       1.214141895771e+04       4.601458499513e-06       3.519642425713e+01       3.723342885512e+02       1.264259585153e+04       1.041192524782e+00       1.535116955423e+08       2.005568425599e+01       5.981359779494e+04       4.388621815973e+03       2.397886230060e+04       2.985121549152e-08       9.074554390205e+03      -1.787005260891e-03       4.137718612917e+04       1.386328224309e+05       1.386328224309e+05       3.371404503157e+04      -4.137209526529e+03       1.014692294123e-03       3.018633781770e-01 
       1.205697320006e+04       4.662991591287e-06       3.542470549610e+01       3.675209497704e+02       1.264236757029e+04       1.048465389709e+00       1.524413293479e+08       2.018398754869e+01       5.816695494902e+04       4.297693701197e+03       2.348204283543e+04       2.985121549152e-08       8.886867198341e+03      -1.750044988811e-03       4.023808983609e+04       1.350716485201e+05       1.350716485201e+05       3.278612917760e+04      -3.999114933769e+03       1.016836511708e-03       3.030862405270e-01 
