# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   78       5.627613284968e-10       9.911044576874e-14       1.411973798480e-12       3.563182965544e-16       2.296923504282e-11       2.737055783288e-12      -1.351514069880e-14 
   79       5.623949139902e-10       1.026784773393e-13       1.358969708329e-12       3.654883107961e-16       2.225225117315e-11       2.666020842004e-12      -1.379348499755e-14 
   80       5.621063151731e-10       1.063014241945e-13       1.303643097881e-12       3.747869287762e-16       2.156503169469e-11       2.597955754467e-12      -1.410611968446e-14 
   81       5.618949659760e-10       1.099765734568e-13       1.246045795770e-12       3.842095220845e-16       2.090617117240e-11       2.532621499450e-12      -1.442682322930e-14 
   82       5.617580521446e-10       1.137010104811e-13       1.186233469204e-12       3.937509395298e-16       2.027375652068e-11       2.469717402757e-12      -1.472660539989e-14 
   83       5.616904063191e-10       1.174716143545e-13       1.124265642980e-12       4.034054905665e-16       1.966534653342e-11       2.408878736356e-12      -1.497362096716e-14 
   84       5.616869206508e-10       1.212854052465e-13       1.060197845040e-12       4.131673789342e-16       1.907856239646e-11       2.349766450398e-12      -1.513993197501e-14 
   85       5.617504740226e-10       1.251406624806e-13       9.940565054075e-13       4.230321224819e-16       1.851301654237e-11       2.292358720176e-12      -1.522327162821e-14 
   86       5.618851327372e-10       1.290359844254e-13       9.258599115400e-13       4.329953394283e-16       1.796866751500e-11       2.236703554315e-12      -1.522874695397e-14 
   87       5.620936881380e-10       1.329699545155e-13       8.556256001554e-13       4.430523102011e-16       1.744522736669e-11       2.182830119315e-12      -1.516233941114e-14 
   88       5.623775940001e-10       1.369411426649e-13       7.833702439187e-13       4.531979684307e-16       1.694215145689e-11       2.130747887127e-12      -1.503093369725e-14 
   89       5.627369039211e-10       1.409481066792e-13       7.091095381278e-13       4.634268919428e-16       1.645862825087e-11       2.080445782737e-12      -1.484234655547e-14 
   90       5.631702087119e-10       1.449893936689e-13       6.328580873980e-13       4.737332937514e-16       1.599356911831e-11       2.031891331737e-12      -1.460535558160e-14 
   91       5.636745737881e-10       1.490635414623e-13       5.546292923482e-13       4.841110130519e-16       1.554559813196e-11       1.985029807914e-12      -1.432972803112e-14 
   92       5.642454765603e-10       1.531690800178e-13       4.744352362854e-13       4.945535062143e-16       1.511304186630e-11       1.939783380821e-12      -1.402624962609e-14 
   93       5.648786493295e-10       1.573043917956e-13       3.922968472519e-13       5.050556765193e-16       1.469432480453e-11       1.896071642122e-12      -1.370515945196e-14 
   94       5.655760610189e-10       1.614672657793e-13       3.082763785965e-13       5.156196977256e-16       1.428924574433e-11       1.853878567509e-12      -1.337112281244e-14 
   95       5.663407235234e-10       1.656552786789e-13       2.224496267065e-13       5.262500537904e-16       1.389787539561e-11       1.813194096681e-12      -1.302755203481e-14 
   96       5.671748304017e-10       1.698659294799e-13       1.348961182786e-13       5.369517941821e-16       1.352016330563e-11       1.773993100470e-12      -1.267813984647e-14 
   97       5.680797204241e-10       1.740966389207e-13       4.569913805271e-14       5.477305501144e-16       1.315593322535e-11       1.736234821883e-12      -1.232686630262e-14 
   98       5.690558411199e-10       1.783447489685e-13      -4.505424345448e-14       5.585925507784e-16       1.280487847586e-11       1.699862317143e-12      -1.197800571392e-14 
   99       5.701027123247e-10       1.826075222967e-13      -1.372731422162e-13       5.695446395767e-16       1.246655731467e-11       1.664801896730e-12      -1.163613357413e-14 
  100       5.712188897281e-10       1.868821417617e-13      -2.308628329617e-13       5.805942903559e-16       1.214038830213e-11       1.630962566427e-12      -1.130613348772e-14 
  101       5.724019284210e-10       1.911657098794e-13      -3.257247214430e-13       5.917496236403e-16       1.182564566775e-11       1.598235468358e-12      -1.099320409761e-14 
  102       5.736483464429e-10       1.954552483021e-13      -4.217563167012e-13       6.030194228644e-16       1.152145467661e-11       1.566493322032e-12      -1.070286601272e-14 
  103       5.749535883297e-10       1.997476972955e-13      -5.188512033328e-13       6.144131506065e-16       1.122678699571e-11       1.535589865384e-12      -1.044096873569e-14 
  104       5.763134938185e-10       2.040400537360e-13      -6.169065688422e-13       6.259389508117e-16       1.094069294801e-11       1.505392845988e-12      -1.021231795642e-14 
  105       5.777290084305e-10       2.083298074600e-13      -7.158470034860e-13       6.375973131465e-16       1.066304398624e-11       1.475889274174e-12      -1.001633132622e-14 
  106       5.792020442234e-10       2.126145631581e-13      -8.156038787045e-13       6.493865790700e-16       1.039388234499e-11       1.447093412205e-12      -9.850806025258e-15 
  107       5.807340117856e-10       2.168919081051e-13      -9.161081337539e-13       6.613048735894e-16       1.013319110343e-11       1.419014305789e-12      -9.713237858700e-15 
  108       5.823258003233e-10       2.211594131588e-13      -1.017290330996e-12       6.733500993616e-16       9.880892154864e-12       1.391655593804e-12      -9.600813023501e-15 
  109       5.839777577484e-10       2.254146337592e-13      -1.119080711186e-12       6.855199307942e-16       9.636844176220e-12       1.365015318023e-12      -9.510399875263e-15 
  110       5.856896707662e-10       2.296551109277e-13      -1.221409248766e-12       6.978118081467e-16       9.400840597616e-12       1.339085732839e-12      -9.438540695062e-15 
  111       5.874607449630e-10       2.338783722655e-13      -1.324205707149e-12       7.102229316317e-16       9.172607571864e-12       1.313853114992e-12      -9.381443456290e-15 
